movie_title,사극,SF,어드벤처,액션,범죄,판타지,가족,미스터리,스릴러,뮤지컬,코미디,공포(호러),애니메이션,드라마,서부극(웨스턴),전쟁,멜로/로맨스,기타,다큐멘터리,공연,성인물(에로),director_power,actor_power,1주차스크린점유율,2주동안의 경쟁영화수,1주차실관람객평균평점,누적_매출액,nationality_한국영화,watch_grade_15세이상관람가,watch_grade_전체관람가,watch_grade_청소년관람불가
미스 페레그린과 이상한 아이들의 집,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.222055286668272,16.95731209304396,0.11579999999999999,4.762173934797756,2.2666806531245296,23.58692680942324,0.0,0.0,0.0,0.0
미스컨덕트,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.807986015846847,0.08539999999999999,4.584967478670572,1.9602674527448058,20.837883904036197,0.0,1.0,0.0,0.0
미쓰백,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.210501350476882,0.101,4.762173934797756,2.3421768663344413,22.23065580044367,1.0,1.0,0.0,0.0
미씽: 사라진 여자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.365026805722277,0.1398,4.983606621708336,2.261911709305654,22.85504025366878,1.0,1.0,0.0,0.0
미옥,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.372426175023843,0.09775,4.564348191467835,2.0677610626816048,21.35108728793485,1.0,0.0,0.0,1.0
미이라,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.647406176607804,16.407870390753608,0.23133333333333336,4.997212273764115,2.1541870495466133,24.04777015447939,0.0,1.0,0.0,0.0
밀정,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.871014994936374,0.25,4.6913478822291435,2.255249306363694,24.674888623518644,1.0,1.0,0.0,0.0
바람 바람 바람,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.986184628583638,16.634762878882682,0.165,4.543294782270004,2.1489498762095502,22.89020879515189,1.0,0.0,0.0,1.0
바울,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.52630309536293,0.0342,4.919980925828125,2.3578150729099803,20.6976629637195,0.0,1.0,0.0,0.0
바이스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.73369189496652,0.03575000000000001,4.948759890378168,2.299664164558024,20.7229019717555,0.0,1.0,0.0,0.0
박열,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.652585104521453,17.973381383851677,0.2048,4.553876891600541,2.2444831720029423,23.429378715784456,1.0,0.0,0.0,0.0
반드시 잡는다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.779130538768682,17.44744602651158,0.09759999999999999,4.770684624465665,2.234923215263217,21.89675359005163,1.0,1.0,0.0,0.0
발레리나,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.661104129017964,0.058249999999999996,4.770684624465665,2.291282138370414,20.946537460858977,0.0,0.0,1.0,0.0
발레리안: 천 개 행성의 도시,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.310680632645816,15.78972737601613,0.10200000000000001,4.6913478822291435,2.189064409477366,22.08636721028261,0.0,0.0,0.0,0.0
배심원들,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.406338488102326,0.1166,4.1588830833596715,2.3075433432900314,21.413511798537616,1.0,0.0,0.0,0.0
배트맨 대 슈퍼맨: 저스티스의 시작,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.326840808784613,16.931934426988413,0.33925,4.382026634673881,2.143619715732225,23.56793253853017,0.0,0.0,0.0,0.0
버닝,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.189506182359036,16.031939860032345,0.12925,4.543294782270004,2.1758611268606987,22.1796882014805,1.0,0.0,0.0,1.0
범블비,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.671579701576452,0.12566666666666668,4.624972813284271,2.212646187954625,23.21040376458152,0.0,0.0,0.0,0.0
범죄도시,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.50184532024975,0.15033333333333332,4.465908118654584,2.3387303006956204,24.194790809263683,1.0,0.0,0.0,1.0
베놈,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.765075457560895,0.2294,4.727387818712341,2.194156993619744,24.1217885968278,0.0,1.0,0.0,0.0
베이비 드라이버,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.185314784925234,14.74727516236416,0.1186,5.017279836814924,2.2824071904913334,22.5455649154552,0.0,1.0,0.0,0.0
벤허,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.165611693638684,16.239448910219437,0.10699999999999998,4.430816798843313,2.2541632922774655,23.067535738945217,0.0,0.0,0.0,0.0
벽 속에 숨은 마법시계,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.431383486222595,0.093,4.919980925828125,1.9781064978996212,21.22098178378309,0.0,0.0,1.0,0.0
변산,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.026216619451118,16.994711909657685,0.13440000000000002,4.770684624465665,2.24491579536696,22.024103740834853,1.0,1.0,0.0,0.0
보스 베이비,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.543256592649879,15.477594469747896,0.1466,4.624972813284271,2.292273552787233,23.460791089533977,0.0,0.0,1.0,0.0
보안관,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.186428917945463,0.13640000000000002,4.624972813284271,2.247393802671469,23.657013605618236,1.0,1.0,0.0,0.0
보통사람,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.827475771859792,0.11725,4.605170185988092,2.286968017084362,21.78190387027296,1.0,1.0,0.0,0.0
보헤미안 랩소디,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.081646637876412,14.40481965171659,0.1418,4.919980925828125,2.375396233841141,23.68937871017583,0.0,0.0,0.0,0.0
봉이 김선달,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.60337822174583,0.14720000000000003,4.543294782270004,2.237270092148784,23.43917363564578,1.0,0.0,0.0,0.0
부라더,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83417920881713,0.14475000000000002,4.727387818712341,2.2010501206609807,23.09823781249022,1.0,0.0,0.0,0.0
부산행,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.279772210115377,18.384839335384132,0.341,4.543294782270004,2.259670179512708,24.966249282055436,1.0,1.0,0.0,0.0
부탁 하나만 들어줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.386789517589317,12.377347561822251,0.06620000000000001,5.049856007249537,2.1643929961872876,20.647836695971844,0.0,0.0,0.0,1.0
부활,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.346012769907377,0.019749999999999997,4.3694478524670215,2.301989323783808,20.481507094329768,0.0,0.0,0.0,0.0
분노의 질주: 더 익스트림,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.266741230819596,16.92964401252788,0.24900000000000003,4.31748811353631,2.337790664165277,23.860989292534303,0.0,1.0,0.0,0.0
불한당: 나쁜 놈들의 세상,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.11167780580754,0.1464,4.762173934797756,2.252357051170829,22.663964662900597,1.0,0.0,0.0,1.0
브리짓 존스의 베이비,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.658240393292562,0.09159999999999999,4.762173934797756,2.3155171023413534,22.36852601646748,0.0,1.0,0.0,0.0
브이아이피,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.819825027241864,17.958135161249263,0.1466,4.836281906951478,2.0619514721375514,23.095357953415284,1.0,0.0,0.0,1.0
블랙 팬서,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02633842955907,0.2582,4.356708826689592,2.2128984376326755,24.43065007659767,0.0,0.0,0.0,0.0
블레이드 러너 2049,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.321441776782683,16.15741162495876,0.11524999999999999,4.454347296253507,2.194261405614872,21.60041202742214,0.0,1.0,0.0,0.0
비밀은 없다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.174261571687648,0.094,4.2626798770413155,2.011756410653799,21.406342853173445,1.0,0.0,0.0,1.0
비스트,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.689390368781346,0.1006,4.48863636973214,2.042916139380617,21.157368896906295,1.0,1.0,0.0,0.0
비정규직 특수요원,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.285529858468594,17.504316585382536,0.09125,4.51085950651685,2.0866272013478704,20.83896733080816,1.0,1.0,0.0,0.0
빅쇼트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.737198738569804,16.666532540334522,0.08049999999999999,4.532599493153256,2.157675873110857,21.845579810975874,0.0,0.0,0.0,1.0
빅풋 주니어,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.538205821878234,15.95685805608296,0.0688,4.477336814478207,2.260373244177782,21.368845039188432,0.0,0.0,1.0,0.0
뺑반,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.47715206067088,0.20919999999999997,4.624972813284271,2.1204467046637236,23.42462952499543,1.0,1.0,0.0,0.0
뽀로로 극장판 공룡섬 대모험,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.50794250258729,0.0945,4.718498871295094,2.328798030694541,22.20513491128767,1.0,0.0,1.0,0.0
뽀로로 극장판 보물섬 대모험,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.89401602622898,0.1245,4.532599493153256,2.3492580464060877,22.359943622458662,1.0,0.0,1.0,0.0
사냥,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.24518815316145,0.1296,4.430816798843313,1.9381459864000945,22.30426682889023,1.0,1.0,0.0,0.0
사라진 밤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.368057366958592,0.136,4.820281565605037,2.2299253052441395,22.979311710483078,1.0,1.0,0.0,0.0
사랑하기 때문에,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.557923285613235,0.08180000000000001,4.709530201312334,2.257605581359988,21.641510754555227,1.0,0.0,0.0,0.0
사바하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.928497443602021,0.1764,4.406719247264253,2.196442880001563,23.641034909299584,1.0,1.0,0.0,0.0
살인자의 기억법,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.761622829701942,0.16440000000000002,4.890349128221754,2.2260907415285502,23.60619023564409,1.0,1.0,0.0,0.0
상류사회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.455764315433253,0.1336,4.890349128221754,1.9551973887401226,22.526735476051005,1.0,0.0,0.0,1.0
생일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.06758686308084,0.147,5.0369526024136295,2.3126257476490846,22.68727343509746,1.0,0.0,1.0,0.0
샤잠!,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.051622415397064,12.742282779738296,0.1942,5.0369526024136295,2.181970119842792,22.44981984054552,0.0,0.0,0.0,0.0
"서서평, 천천히 평온하게",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.606703005280565,0.0382,4.51085950651685,2.283515530282755,20.142358179128347,1.0,0.0,1.0,0.0
서울역,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.240667363466798,18.999125763459176,0.072,4.465908118654584,1.8511241527456694,20.84996823258412,1.0,1.0,0.0,0.0
서치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.284126300961614,0.10379999999999999,4.890349128221754,2.3217651288144854,23.520231577103754,0.0,0.0,0.0,0.0
석조저택 살인사건,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.128406828101612,17.8506411824392,0.08649999999999998,4.762173934797756,2.228314837993688,21.735054035449256,1.0,1.0,0.0,0.0
설리: 허드슨강의 기적,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.184552616844103,15.664541262806551,0.1072,4.762173934797756,2.301274733547974,22.21779231410534,0.0,0.0,0.0,0.0
성난황소,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.986888944532787,0.177,5.030437921392435,2.2154636600302977,23.210677616109283,1.0,1.0,0.0,0.0
셰이프 오브 워터: 사랑의 모양,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.518603662436984,15.180012217017117,0.0545,4.418840607796598,2.2961846135813384,21.829467652489686,0.0,0.0,0.0,1.0
속닥속닥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.809640696284742,0.05466666666666667,4.770684624465665,2.159484249353373,21.353382852094786,1.0,1.0,0.0,0.0
수어사이드 스쿼드,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.560840393092194,16.642463506574476,0.146,4.442651256490317,2.1611189407247857,23.46370136546147,0.0,1.0,0.0,0.0
순정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.299557531696266,0.0806,4.6913478822291435,2.312894002243365,21.13319877210129,1.0,0.0,0.0,0.0
슈퍼배드 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.809141078499916,16.10334562205992,0.16899999999999998,4.762173934797756,2.295707429877462,23.743241027846683,0.0,0.0,1.0,0.0
스머프: 비밀의 숲,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.021280333322135,0.09599999999999999,4.553876891600541,2.2849156589224817,21.810754925222035,0.0,0.0,1.0,0.0
스윙키즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.90455998829491,0.1394,4.890349128221754,2.2773274446565384,23.040425094281357,1.0,0.0,0.0,0.0
스카이스크래퍼,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.479168501086422,0.1578,4.727387818712341,2.290580439250223,22.870053468796186,0.0,0.0,0.0,0.0
스타 이즈 본,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.606277408919887,13.760874737766708,0.09233333333333332,4.897839799950911,2.3197838761042013,21.64333288993607,0.0,1.0,0.0,0.0
스타워즈: 라스트 제다이,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.505367743942593,0.17300000000000001,4.6913478822291435,2.1722764782946027,22.85032052442887,0.0,0.0,0.0,0.0
스타트렉 비욘드,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2516752947429,0.11779999999999999,4.465908118654584,2.2514073937566974,22.958595988912823,0.0,0.0,0.0,0.0
스파이더맨: 뉴 유니버스,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.27882847659587,13.602305452284089,0.1034,5.049856007249537,2.3252412219047938,22.27734313718513,0.0,0.0,0.0,0.0
스포트라이트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.283086302861955,17.004872871129297,0.05419999999999999,4.6913478822291435,2.30269217316076,21.379495934718022,0.0,1.0,0.0,0.0
스플릿,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.810732518830893,0.129,4.770684624465665,2.3421401512862228,22.44806189893112,1.0,1.0,0.0,0.0
시간위의 집,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.428149781545688,0.0774,4.61512051684126,2.2645231617631865,20.68818338241727,1.0,1.0,0.0,0.0
시간이탈자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.296657032764415,0.14,4.709530201312334,2.2087813677470467,22.829573744098113,1.0,1.0,0.0,0.0
시카리오: 데이 오브 솔다도,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.929762429503702,0.0448,4.672828834461906,2.3444455092078207,21.300583784995442,0.0,1.0,0.0,0.0
신데렐라:마법 반지의 비밀,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.634104345754615,0.0734,4.406719247264253,2.2273984349878697,21.403220234687794,0.0,0.0,1.0,0.0
신비아파트: 금빛 도깨비와 비밀의 동굴,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.789479485342355,0.11560000000000001,4.948759890378168,2.297171485106017,22.29451274929871,1.0,0.0,1.0,0.0
신비한 동물들과 그린델왈드의 범죄,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.87013631005219,14.938910217334689,0.2766,5.19295685089021,1.9555642290715534,23.69367080026584,0.0,0.0,0.0,0.0
신비한 동물사전,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.534975242762581,16.308263246927957,0.2524,4.836281906951478,2.285047826862578,24.165674772504715,0.0,0.0,0.0,0.0
